Product,"Pig Iron, Exw-Durgapur, India","Pig Iron, DAP-Ludhiana, India","Sponge Iron, CDRI, Exw-Rourkela, India","Sponge Iron, PDRI, Exw-Raipur, India","Melting Scrap, DAP-Mumbai, India","Ship cutting plate, Exy-Alang, India","Billet Index, Exw-Raipur, India","Rebar, Exy-Mumbai, India","Rebar, Exy-Mumbai, India","Rebar, Exw-Mumbai, India","Wire Rod, Exw-Jharkhand, India","Wire Rod, Exw-Raipur, India","HRC, Exy-Mumbai, India","HRC, CFR West Coast, India","HRC Index, FOB Main Port, India (destination ME & S. E. Asia)","CRC, Exy-Mumbai, India","HR Plate, Exy-Mumbai, India","ERW Pipe (HR Coil based), Exy-Mumbai, India","Aluminium Tense Scrap, Exy-Delhi, India","Aluminium Ingot ADC12, Exw-Delhi NCR, India","Copper Armature Scrap, Exy-Delhi, India","Copper Primary CC Wire Rods (CCR), Exw-Delhi, India","Zinc Special High Grade Ingot, Exw-Delhi, India","Lead Remelted Ingot, Exw-Delhi, India","Stainless Steel 304 Grade, HRC, Exw-Mumbai, India","Stainless Steel 316 Grade, HRC, Exw-Mumbai, India"
Grade,Steel Grade,Foundry Grade,"Mix (70% Lumps, 30% Fines), FeM 80% (+/-1)","Lumps, FeM 80%, +/-1",HMS(80:20),"HMS(80:20), Ship Breaking","100x100mm, IS 2831","12-32mm, BF Route, IS 1786 Fe 550D","12-32mm, BF Route , IS 1786 Fe 500D","12-25mm, IF Route, Fe 500, IS 1786","5.5-6.0mm, Wire Rod, BF Route, SAE 1008, Low Carbon","5.5 mm, SWRY 14 LC Gr 3, Induction route","2.5-8mm / CTL, IS2062, Gr E250 Br.","2-12 mm, SS400 (China Origin)","2.5 mm, SAE1006","0.90mm / CTL, IS 513, CR1","20-40mm, Gr E250 Br.","2.2-6mm, IS 1239,IS 1161 (HR Coil Based)",Solid (Loose),Automobile OEM,Cu 99%,"8 mm, Cu 99.99%","25 Kg, Ingot, Zn 99.99%","Ingot, Pb 99%","3-25 mm, No. 1 Finish","3-25 mm, No. 1 Finish"
Commodity,Scrap & Metallics / Pig Iron,Scrap & Metallics / Pig Iron,Scrap & Metallics / Sponge Iron,Scrap & Metallics / Sponge Iron,Scrap & Metallics / Melting Scrap,Scrap & Metallics / Rerolling scrap,Steel / Semi Finished / Billet,Steel / Finish long / Rebar,Steel / Finish long / Rebar,Steel / Finish long / Rebar,Steel / Finish long / Wire Rod,Steel / Finish long / Wire Rod,Steel / Finish Flat / HRC,Steel / Finish Flat / HRC,Steel / Finish Flat / HRC,Steel / Finish Flat / CRC,Steel / Finish Flat / HR Plate,Steel / Finish long / Pipes,Non Ferrous / Aluminium / Scrap,Non Ferrous / Aluminium / Ingot,Non Ferrous / Copper / Scrap,Non Ferrous / Copper / Wire Rod,Non Ferrous / Zinc / Ingot,Non Ferrous / Lead / Ingot,Stainless Steel / Stainless Steel / Stainless Steel,Stainless Steel / Stainless Steel / Stainless Steel
Currency,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,USD,USD,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
2024-01-09,38400,44100,27250,26850,33300,34000,39900,,,48600,,43700,,,,,,,159000,,676000,740000,231000,177000,,
2024-01-10,38500,44000,27350,26950,33000,34000,39950,,,48600,,44000,,,,,,,159000,,674000,737000,230000,177000,,
2024-01-11,38300,43700,27200,26800,33000,34200,39750,,,48600,,43500,,,,,,,159000,,680000,738000,230000,177000,,
2024-01-12,38350,43700,27100,26700,33000,34200,40000,,52000,48600,50800,43600,54400,630,605,62100,61300,,159000,,680000,738000,230000,177000,173000,297000
2024-01-13,38300,43700,27000,26600,33000,34200,39950,,,48600,,43500,,,,,,,,,,,,,,
2024-01-15,38300,43700,,26600,33000,34200,39850,,,48600,,43500,,,,,,,159000,,670000,732000,232000,177000,,
2024-01-16,38300,43600,27000,26500,33000,34200,39650,,,48600,,43300,,,,,,,159000,,670000,732000,232000,177000,,
2024-01-17,38400,43600,26800,26500,33000,34000,39550,,,48600,,43100,,,,,,,159000,,667000,730000,232000,177000,,
2024-01-18,38500,43600,26600,26400,33000,34000,39750,,,48600,,43400,,,,,,,159000,,667000,729000,228000,177000,,
2024-01-19,38500,43600,26750,26550,33000,34100,39850,,51500,48700,50200,43500,54100,605,600,61950,61100,,160000,,665000,730000,228000,177000,173000,302000
2024-01-20,38500,43600,26700,26450,33000,34100,39750,,,48700,,43400,,,,,,,,,,,,,,
2024-01-22,38500,43600,26750,26450,33000,,39750,,,48700,,43400,,,,,,,160000,,667000,735000,227000,177000,,
2024-01-23,38500,43600,26650,26350,33000,34100,39550,,,48700,,43100,,,,,,,160000,,667000,735000,227000,178000,,
2024-01-24,38350,43300,26400,26300,33000,34000,39450,,,48700,,43000,,,,,,,161000,,668000,736000,227000,178000,,
2024-01-25,38400,43300,26200,26350,33000,33800,39400,,,48700,,42900,,,,,,,161000,,675000,750000,229500,179000,,
2024-01-26,,,,,,,,,51400,,50800,,54000,605,600,61700,61100,62000,,,,,,,173000,302000
2024-01-27,38500,43300,26450,26650,33000,33700,39800,,,48700,,43300,,,,,,,,,,,,,,
2024-01-29,38500,43300,26450,26500,33000,34000,39700,,,48700,,43000,,,,,,,163000,,675000,745000,236000,178500,,
2024-01-30,38500,43300,26650,26650,33000,34200,39700,,,48700,,43100,,,,,,,163000,,677000,747000,233000,178000,,
2024-01-31,38600,43300,26600,26500,33000,34500,39550,,,48300,,43000,,,,,,,163000,,678000,748000,233500,178000,,
2024-02-01,38600,43300,26450,26450,32700,34200,39450,,,48000,,42900,,,,,,,164500,204000,677000,745000,231000,179000,,
2024-02-02,38600,43300,26300,26200,32500,34000,39250,,51700,48000,50800,42700,54000,610,600,61950,61100,61000,165000,,675000,740000,231000,179000,173000,302000
2024-02-03,38600,43300,26450,26400,32500,34000,39450,,,48000,,42800,,,,,,,,,,,,,,
2024-02-05,38500,43200,26250,26250,32500,34000,39250,,,48000,,42500,,,,,,,165500,,673000,740000,225000,179000,,
2024-02-06,38450,43200,26150,26100,32500,33800,39050,,,48000,,42400,,,,,,,166000,,673000,740000,225000,179000,,
2024-02-07,38500,43200,26000,26150,32600,33500,39100,,,48000,,42400,,,,,,,167000,,673000,740000,225000,180000,,
2024-02-08,38500,43100,26250,26450,32600,33800,39350,,,48100,,42500,,,,,,,167500,,670000,738000,224000,180000,,
2024-02-09,38500,43100,26200,26300,32500,33800,39250,,52100,48100,50400,42300,54050,600,599,61700,61100,61000,169000,,670000,730000,220000,180000,173000,302000
2024-02-10,38500,43100,26150,26200,32500,33800,39200,,,48100,,42200,,,,,,,,,,,,,,
2024-02-12,38400,43000,26000,26100,32500,33700,39100,,,48100,,42100,,,,,,,,,,,,,,
2024-02-13,38400,43000,26000,26050,32500,33500,38900,,,48000,,42000,,,,,,,170000,,694000,735000,218000,179000,,
2024-02-14,38500,43000,26000,26000,32500,33700,39000,,,48100,,42200,,,,,,,171000,,670000,730000,217000,179000,,
2024-02-15,38500,43000,26200,26300,32500,33900,39150,,,48100,,42600,,,,,,,171000,,673000,730000,215000,177500,,
2024-02-16,38500,42800,26150,26300,32500,33900,39050,,51800,48100,50400,42500,54000,600,597,61600,61100,60500,172000,,675000,732000,215000,177500,176000,306000
2024-02-17,38550,42800,26350,26400,32500,34000,39250,,,48100,,43000,,,,,,,,,,,,,,
2024-02-19,38500,42800,26350,26450,32500,34000,39350,,,48200,,43000,,,,,,,172000,,677000,740000,220000,177500,,
2024-02-20,38500,42800,26500,26500,33000,34200,39400,,,48200,,43200,,,,,,,172000,,677000,740000,220000,177500,,
2024-02-21,38500,42800,26350,26400,33000,34000,39250,,,48200,,43000,,,,,,,172500,,680000,750000,219000,177500,,
2024-02-22,38500,42800,26400,26200,33000,33700,39300,,,48400,,43000,,,,,,,172500,,680000,750000,220000,178000,,
2024-02-23,38600,42800,26600,26300,33400,33700,39500,,51600,48700,50000,43200,53850,600,597,61600,60600,60500,172500,,687000,755000,220000,177000,174000,304000
2024-02-24,38550,42800,26450,26150,33500,33700,39400,,,48700,,43000,,,,,,,,,,,,,,
2024-02-26,38500,42500,26350,26150,33500,33700,39400,,,48700,,43000,,,,,,,173000,,685000,753000,221500,175500,,
2024-02-27,38400,42500,26300,26100,33600,33500,39250,,,48700,,43000,,,,,,,173000,,685000,746000,221000,175500,,
2024-02-28,38400,42500,26400,26100,33500,33500,39350,,,48700,,43000,,,,,,,173500,,685000,745000,221000,175000,,
2024-02-29,38250,42500,26500,26250,33500,33600,39700,,,48700,,43300,,,,,,,174000,,687000,747500,221000,175500,,
2024-03-01,38250,42300,26300,26250,33500,33700,39500,,51600,48900,49500,43300,53600,590,596,61500,60600,59500,174000,214000,687000,747000,221000,176000,176000,304000
2024-03-02,38300,42300,26250,26150,33500,33600,39400,,,48900,,43200,,,,,,,,,,,,,,
2024-03-04,38300,42300,26450,26400,33600,33600,39700,,,48900,,43500,,,,,,,174000,,687000,758000,220500,176500,,
2024-03-05,38400,42300,26550,26600,33700,33700,39950,,,49100,,43800,,,,,,,174000,,687000,755000,220500,176500,,
2024-03-06,38250,42300,26400,26650,33800,33700,39900,,,49500,,43800,,,,,,,175000,,689000,755000,221000,177000,,
2024-03-07,38250,42300,26550,26700,33700,33700,40000,,,49500,,43900,,,,,,,175000,,691000,755000,225000,176000,,
2024-03-08,38300,42300,26600,26800,33500,33700,40200,,51900,49500,49500,43900,52900,590,593,61300,60500,59500,175000,,691000,755000,226000,176000,180000,306000
2024-03-09,38300,42300,26750,26900,33500,34000,40400,,,49500,,44000,,,,,,,,,,,,,,
2024-03-11,38300,42300,26650,26750,33500,33900,40200,,,49500,,44000,,,,,,,175000,,693000,755000,227500,177000,,
2024-03-12,38250,42000,26550,26550,33500,33600,40000,,,49500,,43700,,,,,,,175000,,695000,755000,227500,177000,,
2024-03-13,38200,42000,26650,26600,33500,33500,39950,,,49500,,43600,,,,,,,178000,,695000,760000,227500,177000,,
2024-03-14,38100,42000,26400,26400,33500,33500,39600,,,49500,,43200,,,,,,,178000,,705000,770000,228000,178000,,
2024-03-15,38100,42000,26250,26250,33500,33500,39400,,52000,49500,49500,43000,52700,585,590,61300,60500,59500,178000,,715000,780000,230000,178000,180000,306000
2024-03-16,38100,42000,26300,26300,33500,33500,39550,,,49400,,43300,,,,,,,,,,,,,,
2024-03-18,37900,42000,26250,26300,33300,33800,39400,,,49400,,42900,,,,,,,178000,,715000,790000,230000,178000,,
2024-03-19,37900,41900,26350,26450,33000,33800,39500,,,49300,,43000,,,,,,,179000,,715000,790000,228500,178500,,
2024-03-20,37900,41900,26500,26500,33000,34000,39600,,,49300,,43200,,,,,,,180000,,715000,788000,226000,179000,,
2024-03-21,38000,41900,26550,26600,33000,34000,39800,,,49000,,43300,,,,,,,180000,,715000,787000,226000,179000,,
2024-03-22,37700,41900,26500,26550,33000,34000,39650,,52400,49000,49500,43100,52600,575,575,61100,60000,58500,180000,,712000,780000,226000,179000,178000,305000
2024-03-23,37700,41900,26650,26700,33000,34000,39800,,,49000,,43300,,,,,,,,,,,,,,
2024-03-27,37700,41800,27150,26950,33000,34000,40100,,,49000,,43700,,,,,,,180000,,711000,780000,224500,178000,,
2024-03-28,37700,41800,27250,27100,33000,34200,40150,,,49100,,43900,,,,,,,180000,,711000,780000,224000,177500,,
2024-03-29,37600,42700,27100,27000,33000,34200,40000,,52700,49100,49800,43700,52000,570,575,61100,59000,58500,180000,,711000,780000,223000,177000,173000,302000
2024-03-30,37600,42700,27200,27000,33000,34200,40100,,,49100,,43700,,,,,,,,,,,,,,
2024-04-01,37900,43500,27750,27500,33000,34200,40500,,,49300,,43900,,,,,,,181000,218000,715000,780000,223000,177000,,
2024-04-02,38100,43500,28200,27750,33000,34500,40950,,,49400,,44300,,,,,,,181000,,715000,785000,224000,177000,,
2024-04-03,38500,43500,28400,28350,33200,34500,41500,,,49400,,45200,,,,,,,182500,,721000,790000,224000,177000,,
2024-04-04,39000,43600,28800,28750,33500,34500,42100,,,49400,,46000,,,,,,,183000,,735000,815000,230000,179000,,
2024-04-05,39500,44000,29600,29750,33600,35000,43200,,53400,50100,50300,47200,51750,565,567,61000,57100,60000,183000,,735000,815000,234000,179000,175000,305000
2024-04-06,39500,44000,29200,29450,33800,35000,42750,,,50100,,46600,,,,,,,,,,,,,,
2024-04-08,39500,44000,29400,29400,34000,34500,42600,,,49900,,46600,,,,,,,183000,,737000,820000,238000,181000,,
2024-04-09,39600,44000,29100,29000,34000,34700,42300,,,49900,,46000,,,,,,,183000,,737000,820000,240000,181000,,
2024-04-10,39500,44000,29000,28700,34000,34700,41900,,,49800,,46000,,,,,,,183000,,747000,835000,242000,181000,,
2024-04-11,39700,44000,29450,28800,34000,34700,42200,,,49800,,46400,,,,,,,183000,,745000,835000,248000,181500,,
2024-04-12,39800,44000,29000,28550,34000,34700,42000,,53500,49800,50600,46400,51950,565,560,61200,57100,60000,183500,,749000,835000,250000,182000,173000,305000
2024-04-13,40000,44300,29400,28700,34000,35000,42400,,,49800,,46900,,,,,,,,,,,,,,
2024-04-15,42000,45300,30950,30600,34600,35500,44300,,,50800,,48500,,,,,,,185500,,760000,835000,255000,183000,,
2024-04-16,42000,45300,30550,30000,34800,36500,43900,,,51100,,48000,,,,,,,186000,,773000,845000,249000,183000,,
2024-04-17,42000,45300,30800,30100,34800,36300,44300,,,51000,,48300,,,,,,,186000,,773000,842000,249000,183000,,
2024-04-18,41950,45800,30800,30100,35000,36800,44300,,,51300,,48400,,,,,,,187000,,783000,850000,255000,183000,,
2024-04-19,41800,45800,30550,29800,35000,36800,44050,,55000,51300,53000,48300,52925,560,560,61700,57100,59000,189000,,795000,860000,256000,183000,174000,305500
2024-04-20,42000,46000,30650,29750,35000,36800,44150,,,51300,,48300,,,,,,,,,,,,,,
2024-04-22,41900,46000,30500,29500,35000,36800,43550,,,51300,,47700,,,,,,,190000,,815000,900000,259000,183500,,
2024-04-23,41800,46000,30000,29250,35000,36600,43250,,,51300,,47300,,,,,,,192000,,805000,875000,259000,183500,,
2024-04-24,41800,46000,29950,28850,35000,36500,42850,,,51300,,47000,,,,,,,192000,,805000,870000,259000,183500,,
2024-04-25,41800,46000,30000,28750,35000,37000,42900,,,51300,,46800,,,,,,,190500,,797000,865000,257000,184000,,
2024-04-26,41700,46000,29800,28500,35000,37000,42800,,56300,51300,54000,46700,53400,565,560,60900,57400,59000,190500,,809000,890000,260500,184000,177000,308000
2024-04-27,41800,46000,29800,28450,35000,37500,42900,,,51300,,46800,,,,,,,,,,,,,,
2024-04-29,41900,46000,29500,28400,35400,37900,42900,,,51300,,46800,,,,,,,190000,,809000,888000,263000,186000,,
2024-04-30,42100,46000,29900,29000,35500,38100,43750,,,51500,,47900,,,,,,,189000,,813000,899000,267000,187000,,
2024-05-01,43550,46000,30450,29500,35500,38300,44300,,,51500,,48500,,,,,,,187500,218500,799000,870000,265000,187000,,
2024-05-02,43500,46000,30450,29250,36000,38300,44100,,,52100,,48200,,,,,,,187500,,799000,870000,266000,188000,,
2024-05-03,43650,46000,30800,29500,36100,38500,44550,57800,57800,52100,55700,48600,53900,565,,61200,57700,59000,187000,,785000,857000,266000,188000,176000,306000
2024-05-04,43650,46500,30600,29400,36100,38500,44450,,,52100,,48500,,,,,,,,,,,,,,
2024-05-06,43700,47000,31200,30350,36500,39000,45550,,,53300,,49200,,,,,,,186500,,786000,865000,268000,188000,,
2024-05-07,43700,47000,31150,30250,36500,,45250,,,53300,,48800,,,,,,,186000,,791000,880000,270000,188000,,
2024-05-08,43800,47000,31250,30250,36500,39500,45250,,,53400,,48900,,,,,,,185000,,785000,875000,270000,188000,,
2024-05-09,43800,47000,31000,29900,36500,39300,44900,,,53400,,48500,,,,,,,184000,,772000,870000,267500,187000,,
2024-05-10,43600,46800,30700,29500,36500,39200,44500,58800,58800,53300,55700,48100,54350,570,,61250,57700,61000,184000,,774000,880000,269500,188000,175000,306000
2024-05-11,43500,46700,30400,29300,36500,38700,44300,,,53300,,47800,,,,,,,,,,,,,,
2024-05-13,43300,46500,30300,29200,36000,38500,44150,,,53300,,47700,,,,,,,184000,,789000,880000,271000,189000,,
2024-05-14,43100,46500,30200,29250,35700,38500,44350,,,53200,,47900,,,,,,,184000,,797000,890000,274000,189000,,
2024-05-15,42950,46500,30100,29150,35800,38300,44250,,,53200,,47700,,,,,,,183000,,810000,890000,277000,189000,,
2024-05-16,42700,46500,30400,29450,36000,38300,44650,,,53200,,48200,,,,,,,184000,,820000,910000,277000,189000,,
2024-05-17,42300,46500,30500,29600,36000,38800,44750,58700,58700,53300,55500,48200,53900,565,,61150,57500,61000,184000,,820000,915000,272000,189000,177000,308000
2024-05-18,42250,46500,30400,29450,36000,38800,44500,,,53200,,48000,,,,,,,,,,,,,,
2024-05-20,42250,46500,30500,29400,,38800,44450,,,53200,,48000,,,,,,,186000,,845000,960000,278000,189000,,
2024-05-21,42150,46500,30400,29200,36000,38800,44550,,,53200,,48100,,,,,,,187000,,842000,955000,283500,189000,,
2024-05-22,42200,46500,30550,29350,36500,38800,44650,,,53200,,48200,,,,,,,188000,,835000,935000,285000,189000,,
2024-05-23,42050,46500,30400,29200,36500,38800,44500,,,53100,,48100,,,,,,,187000,,810000,915000,278000,189000,,
2024-05-24,41800,46200,30400,28900,36500,38600,44400,58400,58400,53100,55500,48100,54200,570,,60850,58100,61000,187000,,815000,920000,282000,189000,182000,314000
2024-05-25,41800,45800,30000,28700,36500,38300,44250,,,52800,,47800,,,,,,,,,,,,,,
2024-05-27,41600,45600,30000,28400,36500,38300,44100,,,52700,,47700,,,,,,,187000,,830000,920000,282000,189000,,
2024-05-28,41400,45600,29600,28200,36300,38000,44200,,,52700,,48000,,,,,,,188000,,835000,930000,283000,190000,,
2024-05-29,41200,45500,30100,28500,36500,38300,44500,,,52500,,48100,,,,,,,188000,,833000,925000,286000,191000,,
2024-05-30,41300,45500,30100,28400,36500,38500,44550,,,52600,,48200,,,,,,,188000,,820000,,280000,191000,,
2024-05-31,41500,,30350,28300,36500,38800,44550,58000,58000,52600,55500,48300,53900,575,,60700,58000,60500,188000,,817000,905000,279000,190000,182000,314500
2024-06-01,41400,,30300,28250,36500,39000,44600,,,52400,,48300,,,,,,,,223000,,,,,,
2024-06-03,41500,45800,30750,28500,36700,39500,45350,,,52700,,49000,,,,,,,188000,,815000,895000,273000,191000,,
2024-06-04,41300,46000,30650,28500,36500,39500,45000,,,52300,,48700,,,,,,,189000,,821000,905000,274000,191000,,
2024-06-05,40850,46000,30250,28050,36500,39200,44550,,,51900,,48300,,,,,,,188000,,806000,885000,270000,189000,,
2024-06-06,40600,46000,30000,27850,36300,39000,44200,,,51900,,47800,,,,,,,188000,,810000,890000,269000,189000,,
2024-06-07,40000,45800,29550,27700,36000,38700,44300,58100,58100,51700,56500,48000,53900,560,,60700,58000,61000,187000,,810000,890000,269000,189000,179000,310000
2024-06-08,40000,45800,29600,27850,36000,38700,44400,,,51700,,48000,,,,,,,,,,,,,,
2024-06-10,39500,45800,29250,27550,36000,38500,44000,,,51700,,47700,,,,,,,186000,,800000,870000,260000,189000,,
2024-06-11,39400,45800,28850,27250,35500,38500,43700,,,51300,,47500,,,,,,,184000,,800000,870000,264000,189000,,
2024-06-12,39300,45600,28750,27200,35500,38500,43650,,,51300,,47300,,,,,,,185000,,796000,870000,264000,189000,,
2024-06-13,38650,45400,28500,27100,35500,38200,43350,,,51200,,47300,,,,,,,185000,,794000,870000,266000,189000,,
2024-06-14,38550,45400,28250,26850,35100,38000,43050,57800,57800,50700,56500,47000,53950,555,,60450,58000,61000,184000,,791000,870000,268000,189000,179000,310000
2024-06-15,38400,45400,28100,26800,35000,37700,42850,,,50500,,46900,,,,,,,,,,,,,,
2024-06-17,38400,44700,27800,26600,35000,37700,42450,,,50200,,46600,,,,,,,184000,,781000,855000,265000,189000,,
2024-06-18,38300,44700,27200,26400,35000,37500,42050,,,50200,,46200,,,,,,,183000,,779000,855000,266500,189000,,
2024-06-19,38100,44500,27000,26100,34500,37300,41750,,,49900,,45700,,,,,,,182500,,776000,855000,270000,189000,,
2024-06-20,37900,44500,26500,25800,34500,37300,41300,,,49400,,45500,,,,,,,182500,,780500,859000,270000,189000,,
2024-06-21,37200,44500,26600,25800,34300,38000,41200,57300,57300,49100,56500,45400,53850,552,,60300,58000,60000,182000,,780000,862000,270000,189000,179000,310000
2024-06-22,37200,44300,26450,25600,34300,37500,41000,,,49100,,45100,,,,,,,,,,,,,,
2024-06-24,37100,44100,26250,25100,34000,36800,40050,,,49000,,44500,,,,,,,182000,,772000,855000,269000,189000,,
2024-06-25,37050,44100,25650,25000,34000,36300,39550,,,48900,,43900,,,,,,,182000,,771000,861000,268000,189000,,
2024-06-26,37150,44100,25550,25000,33700,36000,39750,,,48900,,44300,,,,,,,181000,,763000,850000,269000,189500,,
2024-06-27,37300,44000,25850,25200,33700,36300,39900,,,48900,,44500,,,,,,,181000,,758000,835000,275000,189000,,
2024-06-28,37500,44000,26500,25650,33500,36300,40650,56300,56300,48900,56300,45500,53650,552,,59900,58000,59500,181000,,758000,850000,275000,189000,178000,309000
2024-06-29,37800,44000,26750,26000,33500,36800,41000,,,49000,,45600,,,,,,,,,,,,,,
2024-07-01,37500,44000,26600,25750,33700,36500,40250,,,48600,,45200,,,,,,,181000,221000,763000,850000,275000,189000,,
2024-07-02,37900,44000,26800,26250,34000,36500,40750,,,48600,,45700,,,,,,,181000,,761000,850000,278000,189000,,
2024-07-03,38100,44000,26750,26000,34000,36500,40400,,,48600,,45300,,,,,,,181000,,770000,868000,280000,189000,,
2024-07-04,38100,44000,26850,26050,34000,36500,40200,,,48500,,45000,,,,,,,181000,,775000,870000,285000,189000,,
2024-07-05,38000,44000,26500,25700,33700,36200,39850,55200,55200,48100,56300,44100,53200,552,,60050,57600,60000,181000,,783000,880000,284000,189000,178000,309000
2024-07-06,38000,44000,26000,25700,33500,35500,39650,,,48100,,44100,,,,,,,,,,,,,,
2024-07-08,38000,44000,26000,25600,33500,35000,39250,,,48000,,43800,,,,,,,181000,,784500,870000,283000,190000,,
2024-07-09,37750,43800,26000,25600,33500,34800,39300,,,47600,,43700,,,,,,,181000,,786000,870000,280000,190000,,
2024-07-10,37700,43800,25950,25400,33500,35200,39200,,,47200,,43500,,,,,,,181000,,776000,870000,280000,190000,,
2024-07-11,37600,43600,26000,25450,32800,35000,39250,,,47000,,43400,,,,,,,181000,,778000,870000,285000,189000,,
2024-07-12,37800,43500,26300,25750,32800,35300,39500,54300,54300,46800,56100,43600,52750,550,,59600,56900,59000,181000,,770000,865000,280000,189000,178000,309000
2024-07-13,37800,43000,26250,25600,32500,35800,39350,,,46800,,43500,,,,,,,,,,,,,,
2024-07-15,38200,43000,26800,26100,32700,35800,39950,,,46900,,44000,,,,,,,180000,,774000,870000,282000,189000,,
2024-07-16,38000,43000,26700,25800,32800,36000,39600,,,46800,,43800,,,,,,,180000,,770000,868000,282000,189500,,
2024-07-17,38000,43000,26500,25900,33000,35700,39450,,,46800,,43600,,,,,,,180000,,770000,856000,279000,189500,,
2024-07-18,37900,43000,26250,25600,33300,35500,39200,,,46500,,43300,,,,,,,180000,,770000,856000,275000,189000,,
2024-07-19,37800,43000,26000,25450,33300,35200,38900,52300,52300,46500,55500,43100,52100,545,,59750,56900,57500,179000,,762000,835000,273000,189000,177000,307000
2024-07-20,37950,43000,26050,25550,33300,35200,39050,,,46500,,43300,,,,,,,,,,,,,,
2024-07-22,37750,43000,25800,25350,33500,35200,38600,,,46000,,42900,,,,,,,178000,,757000,830000,269000,189000,,
2024-07-23,37650,43000,26200,25300,33500,35200,38750,,,45800,,43000,,,,,,,177000,,747000,820000,268000,189000,,
2024-07-24,37500,43000,26000,25050,33500,35400,38500,,,45700,,42700,,,,,,,176000,,747000,820000,265000,188000,,
2024-07-25,37200,43000,26000,25100,33200,35400,38500,,,45400,,42600,,,,,,,175000,,735000,810000,262000,188000,,
2024-07-26,37050,43000,26000,25250,33000,35400,38600,51700,51700,44900,54900,42500,51500,540,,59150,56800,56500,175000,,743000,820000,261500,188000,176000,306000
2024-07-27,37200,43000,26200,25300,33000,35400,39000,,,44700,,43000,,,,,,,,,,,,,,
2024-07-29,37300,43000,26300,25250,32800,35500,39000,,,44400,,43200,,,,,,,175000,,743000,810000,261000,188000,,
2024-07-30,37300,43000,26850,25350,33000,35700,39650,,,45200,,43800,,,,,,,175000,,741000,807500,256000,188000,,
2024-07-31,37250,43200,26500,25250,33000,36000,39250,,,45300,,43500,,,,,,,,,746000,825000,260000,187000,,
2024-08-01,37300,43500,26250,25000,33000,35800,39100,,,45200,,43200,,,,,,,175000,219000,750000,825000,263000,187000,,
2024-08-02,37200,43500,26000,24950,33000,35500,38800,50800,50800,44700,54700,42900,51250,535,,58700,56000,56500,174000,,753000,820000,262000,187000,177000,308000
2024-08-03,37200,43500,26000,24800,32700,35100,38500,,,44300,,42700,,,,,,,,,,,,,,
2024-08-05,37000,44000,25850,24650,32700,35100,38500,,,44300,,42700,,,,,,,174000,,742000,820000,262000,187000,,
2024-08-06,37000,44000,25750,24450,32700,34700,38350,,,44300,,42400,,,,,,,174000,,722000,790000,257000,186000,,
2024-08-07,37000,44000,25750,24350,32700,34200,38550,,,44700,,42600,,,,,,,174000,,722000,788000,255000,185000,,
2024-08-08,36900,44000,25750,24400,32700,34000,38400,,,44800,,42500,,,,,,,174000,,722000,788000,254000,184000,,
2024-08-09,36800,43800,25650,24200,32700,33300,38200,50300,50300,45000,53800,42200,51050,535,,58150,55700,55000,174000,,730000,790000,260000,184000,178000,309000
2024-08-10,36800,43800,25600,24300,32500,33300,38300,,,45000,,42100,,,,,,,,,,,,,,
2024-08-12,36900,43800,25900,24350,32500,33300,38400,,,45000,,42300,,,,,,,174000,,730000,790000,266000,185000,,
2024-08-13,37000,44000,26000,24500,33000,33400,38600,,,45100,,42500,,,,,,,174000,,723000,800000,264000,185000,,
2024-08-14,36800,44000,25850,24400,33000,33400,38300,,,45100,,42300,,,,,,,174000,,725000,800000,264000,185000,,
2024-08-16,36800,44000,26000,24400,33000,33500,38300,49900,49900,45100,53500,42300,50350,520,,57450,55300,55000,175000,,737000,815000,270000,185000,179000,310000
2024-08-17,37000,44000,26000,24650,33000,34000,38550,,,45100,,42700,,,,,,,,,,,,,,
2024-08-20,37000,44000,26000,25050,33200,34200,39000,,,45700,,43200,,,,,,,175000,,739000,820000,270000,185000,,
2024-08-21,37000,44000,26350,25250,33200,34400,39100,,,45900,,43200,,,,,,,176000,,739000,820000,272000,185000,,
2024-08-22,36700,43500,26000,25000,32800,34200,38650,,,45900,,42800,,,,,,,176000,,740000,822000,274000,185000,,
2024-08-23,36550,43500,26000,24750,32500,33900,38450,49600,49600,45900,53500,42300,50300,495,,57400,54500,55000,176000,,735000,820000,275000,185000,181000,312000
2024-08-24,36550,43500,25900,24500,32500,,38350,,,45800,,42100,,,,,,,,,,,,,,
2024-08-26,36500,43500,25950,24750,32500,,38450,,,45800,,42300,,,,,,,177000,,738000,825000,276500,185000,,
2024-08-27,36400,43500,26300,25000,32500,34000,38600,,,45800,,42400,,,,,,,177000,,740000,830000,275000,186000,,
2024-08-28,36400,43500,26000,24700,32500,34200,38300,,,45800,,42200,,,,,,,,,,,277000,186000,,
2024-08-29,36200,43500,26000,24700,32500,34000,38300,,,45800,,42200,,,,,,,177000,,736000,830000,275000,185000,,
2024-08-30,36200,43500,26100,24850,32500,34200,38350,50300,50300,45800,52400,42200,50150,495,,57350,54200,54000,177000,,736000,840000,275000,186000,183000,313000
2024-08-31,36200,43500,26000,24700,32500,34000,38200,,,45800,,42100,,,,,,,,,,,,,,
2024-09-01,,,,,,,,,,,,,,,,,,,,218000,,,,,,
